Tempo (s),Posicao (rad),controle
2.0907907485961914,0,0
2.09126615524292,0,0
2.091505289077759,0,0
2.0916099548339844,0,0
2.593576192855835,0,0
3.0004701614379883,0,0
3.500373125076294,0,0
4.000929355621338,0.0831352380952382,0.9
4.500334739685059,0.4784761904762069,0.9
5.00119686126709,0.8794990476190964,0.9
5.5007569789886475,1.2817180952381764,0.9
6.000640630722046,1.6848342857143994,0.9
6.500488519668579,2.0891466666667466,0.9
7.00087571144104,2.493459047618861,0.9
7.500352621078491,2.8980704761900222,0.9
8.000948905944824,3.303279999999282,0.9
8.500702142715454,3.7063961904752087,0.9
9.001033544540405,4.11130666666542,0.9
9.500561475753784,4.516516190474675,0.9
10.001041412353516,4.922323809522026,0.9
10.50089430809021,5.327234285712234,0.9
11.000633001327515,5.73244380952149,0.9
11.505774021148682,6.137952380949793,0.9
12.004541635513306,6.280299047616365,0
12.500844478607178,6.280299047616365,0
13.000382423400879,6.280299047616365,0
13.501002788543701,6.280299047616365,0
14.000387191772461,6.280299047616365,0
14.501209259033203,6.280299047616365,0
15.00072717666626,6.2022476190449884,0.9
15.501203298568726,5.8075047619023925,0.9
16.00064516067505,5.407977142855038,0.9
16.500375986099243,5.005459047617209,0.9
17.001331329345703,4.60294095237938,0.9
17.500635385513306,4.198628571427267,0.9
18.001140594482422,3.791923809522774,0.9
18.500272512435913,3.3858171428563764,0.9
19.000391006469727,2.9803085714280737,0.9
19.50060510635376,2.5724076190473912,0.9
20.000714778900146,2.1654038095238515,0.9
20.500951528549194,1.7584000000001319,0.9
21.00086522102356,1.3549847619048612,0.9
21.501057624816895,0.9479809523810188,0.9
22.001253604888916,0.5400800000000334,0.9
22.500489473342896,0.13337523809524948,0.9
23.00049901008606,1.1901612508025128e-14,0
23.50033187866211,1.1901612508025128e-14,0
24.000718355178833,1.1901612508025128e-14,0
24.500416040420532,1.1901612508025128e-14,0
